tweet	label
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"	0
"this is how the white house celebrated what obama called ""a victory for america."" #lovewins URL URL"	0
reported photographs from malaysia airlines #mh17 crash: URL URL	1
breaking: video claims to show beheading of british aid worker david haines by #isis.	0
update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL	0
"pro-russian rebel leader in leaked audio: ""cossacks"" shot down the plane URL #mh17 URL"	1
this letter to parents from a 1970s lego set is years ahead of its time URL URL	0
breaking: patient being tested for ebola in kansas URL URL	1
saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL	0
new cnn/wmur nh democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2 sept. 17-23, 314 d voters, +/-5.5%	1
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.	0
this is the soldier who died today at the #ottawa war memorial. his name is cpl. nathan cirillo. #rip #ottawastrong URL	0
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL	0
the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL	0
local media: 3 people appear to escape from martin place, sydney, café, amid hostage situation - @abcnews URL	0
10 'back to the future' predictions that actually came true URL URL	1
a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL	0
ukrainian military jet was flying close to #mh17 before it was shot down, says russian officer URL URL	1
cnn/orc poll: donald trump now competitive in general election URL via @jennagiesta URL	1
nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees	1
goliath encounter: puppy-sized spider surprises scientist in rainforest @beargrylls @midnight URL URL	0
there will be cool photos of the white house w rainbow colors tonight but hard to top this one by chuck kennedy. URL	0
prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL	0
authorities collecting passports at #mh17 crash site. australian coat of arms clearly visible. URL URL	1
fukushima now in state of emergency, leaking 300 tons of radioactive water into the ocean daily learn more: URL	1
malia obama wears t shirt of an anti white anti cop rap group. #nypd URL the family that agitates together stays together	1
dear president obama...it looks like stay-at-home moms vote too.	1
donald trump v adolf hitler URL	1
unreal: watch what happens when desperate muslim refugees are offered red cross food URL URL	1
someone spray painted a penis on a $2.4 mill bugatti URL	1
currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober	1
breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL	1
fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL	0
leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.	1
rt @xxl: president obama’s daughter wears a pro era t-shirt: URL URL	1
►#anonymous operation #kkk ►ku klux klan, we never stopped watching you URL #opkkk #hoodsoff URL	1
giant puppy-sized spider found in south america said to be world's largest URL URL	0
arenal is one of 6 spectacular volcanoes located in #costarica. URL	1
a canadian soldier has been shot at the country's national war memorial near parliament. URL URL	0
breakfast all around. URL	1
a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL	0
at least 12 killed in today's attack on satirical magazine #charliehebdo in paris, official says. URL	0
islamic tribunal in texas operating under sharia law♨️@db10524 @lodisilverado @amymek #tcot URL URL	1
warning syrian refugees hv arrived in neworlean &they r here 2stay ur funds r being well invested in one-way tickets URL	1
#breaking: hostages are being held and a siege is taking place at sydney's lindt chocolat cafe in martin place.	0
confirmed | 1 shooter shot dead at parliament hill, but there is more than 1 suspect. #cbcott #ottnews	0
first pics from the site in ukraine where #mh17 crashed URL URL	1
white house set aglow with rainbow pride URL | ap photo URL	0
if betty white dies today and steals joan's thunder i will unleash a reign of terror upon this nation the likes of which u have never seen!!	1
this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL	0
#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL	1
quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL	1
fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL	1
very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL	1
paul walker died too fast, i'm furious.. :/	0
a video has been released by isis apparently showing the murder of british hostage david haines: URL	0
11 confirmed dead, francois hollande to visit scene of attack - latest from paris: URL URL	0
missouri governor declares state of emergency ahead of grand jury URL	1
"you're increasingly compared to hitler. does that bother you? trump: ""no."" URL"	1
but democrats say that syrian refugees are 3 year-old orphans. so why are they worried about them buying guns?	1
ironic timing – today first load of 10,000 syrian “refugees” has arrived in new orleans –… URL URL	1
bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL	1
farting does not burn 67 calories and is not a practical weight loss mechanism: URL URL	1
hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL	0
iphone 6 owners claim it's bending in their pockets URL	1
lots of tweets that darren wilson paid by abc for interview. abc told @brianstelter not true & i've seen no credible reporting to contrary	1
breaking: microsoft is near a deal to buy minecraft maker mojang URL	0
#rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break URL URL	1
pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL	0
ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL	1
we are running out of chocolate, warns world's largest chocolate manufacturer URL URL	1
saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL	0
good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL	0
woah, nature. URL URL	0
"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL"	1
a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL	1
japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL	1
pope francis’ meeting wasn’t an endorsement of kim davis, vatican says URL	0
breaking news: pope francis’ encounter with kim davis wasn’t an endorsement of her views, the vatican says. URL	0
paul walker's last pic before his death in car accident :'( #rip #paulwalker URL	0
a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL	1
mass grave found in mexico town where over 40 students went missing - URL	1
this is how people in china are riding escalators after a horrific accident URL URL	1
donna douglas, known for role as elly may clampett on 'the beverly hillbillies', dies: URL URL	0
"uber says it has hiked prices in sydney to ""encourage more drivers to come online & pick up passengers."" URL #sydneysiege"	0
breaking: at least 10 killed in shooting at french satirical newspaper charlie hebdo, paris prosecutor's office says. URL	0
#breaking gunman in policewoman killing suspected in new paris hostage-taking: source	0
goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL	0
family: @schwarzenegger's last act as governor stole justice from dead son. URL URL	1
"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL"	1
เผยกบฏยูเครนอาจเข้าใจผิดคิดว่า #mh17 เป็นเครื่องบินทหารยูเครนรุกล้ำ / 14 ก.ค.ก็เพิ่งยิงตกไปลำ URL URL	1
today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old URL	1
as sun goes down, white house lights up rainbow colors to celebrate scotus ruling: URL URL	0
"max baer describes donna douglas as ""elly may until the day she died"": URL (cbs) URL"	0
madden nfl 15 simulation correctly predicted the super bowl's final score. URL URL	0
ex-marlboro man dies from smoking-related disease - URL	0
drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL	1
huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL	0
new info on the crash that killed paul walker URL #rippaulwalker	0
so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL	0
malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL	1
raven symone blasts bill cosby rape story URL URL	1
poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL	1
no, internet, cnn did not delete its poll showing bernie sanders won the democratic debate. URL URL	1
five hostages escape sydney cafe siege — live updates from @buzzfeedoz URL URL	0
this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL	0
'fast and furious' cast mourns paul walker's death URL	0
"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL"	0
paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker	0
in announcing split, hewlett-packard also boosted the number of its expected layoffs by 5,000 to 55,000. URL $hpq	0
#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.	1
the iphone 6 plus really does have a bending problem URL URL	1
french police chief killed himself after #charliehebdo attack URL URL	1
after an absence of 65 years, the afghan fanged deer has returned URL URL	0
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
that superman poster is legit: URL URL	0
cops swarm #7thheaven star stephen collins' home after suicide report URL URL	1
"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it"""	1
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
"paula deen moves to have discrimination suit dismissed. just in time for her new book ""how to cook a jew""."	1
the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL	1
the white house is glowing with pride URL | ap photo URL	0
who said it: donald trump or adolf hitler? URL URL	1
one day, we will see our animals again in the eternity of christ, pope francis said to a boy whose dog died URL	1
apologies if you've already seen a crow riding a bald eagle today. image: phoo chan story: URL URL	0
police confirm that #sydneysiege is finally over. two people reportedly injured after suffering gunshot wounds URL	0
japan: fukushima nuclear plant is leaking 80,000 gallons of radioactive water into ocean daily. URL	1
"a florida woman had surgery to add a third breast to make herself ""unatttractive to men."" URL URL"	1
developing: police pursuing #charliehebdo shooting suspects, helicopters deployed - live feed: URL URL	0
#mexico mass grave discovered after student protesters go missing URL URL	1
woman stabs boyfriend for not liking instagram selfie fast enough URL URL	1
fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL	1
senior u.s. official: canadian government has informed u.s. that one shooter is dead in ottawa. live blog: URL	0
police taking people out of #paris grocery where hostages were being held. URL	0
im still on that paul walker situation i can't believe he died especially in a car.	0
