label,tweet_id,tweet,length,#URLs,#mentions,#hashs,verified,#followers,user_engagement,sentiment_score
1,540643709465812992,facebook spies on you for the government: URL,45,1,0,0,0,478,7.49025672749768,0.0
1,489968646014246912,here's the passenger breakdown by nationality: URL #mh17 URL,60,2,0,1,1,798246,44.637982195845694,0.0
0,536835346932441088,that powerful lego letter to parents about gender and creativity? it's real. URL URL,84,2,0,0,1,81807,8.705327675624705,0.6597
1,520244836084228096,a penis spray-painted on a $2.5 million bugatti was just for a prank video. URL URL,83,2,0,0,1,9791736,76.09639040129058,0.0
0,536547921542791170,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,92,2,0,0,1,3151566,221.6746849942726,0.4215
0,407156621450571777,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(,102,0,0,0,0,478,7.49025672749768,-0.8063
1,554655549896159233,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL,104,1,0,0,0,6849,26.94515206654536,-0.5106
0,524967711492014080,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead URL,120,1,0,0,0,234685,18.780261248185777,-0.3818
1,538760398003253248,karma🙀#ferguson protestor accidentally burns🔥down own house🏡 URL @sheepawoken @youngblkrepub #tcot URL,102,2,2,2,0,478,7.49025672749768,-0.5423
1,514517213022543872,"2,000,000 views incoming… rt @unboxtherapy: iphone 6 plus bend test - URL",73,1,1,0,1,3752974,17.579047619047618,0.0
0,514395350615203841,reporter charlo green quit on air to start a marijuana business URL will quitting on tv pay off? URL,100,2,0,0,1,221587,5.4155990957045965,-0.1027
0,407169885345943552,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous,94,0,0,0,0,2042,11.17215452424164,-0.8063
0,527947775905103872,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL,99,2,0,0,1,7377257,33.337144190387306,0.0
0,551575491430211584,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth",101,1,1,0,1,18719072,84.41853422168383,0.0
0,532197572698320896,sugarhill gang's big bank hank dies -- dead at 57 from cancer URL,65,1,0,0,1,5390068,66.59913695207813,-0.8658
0,537006518118273025,"that powerful, 40-year-old letter from lego to parents? it's real URL URL",73,2,0,0,1,3150474,221.63184421534936,0.4215
1,357299879070023680,please read! do not purchase koch products. they're paying for zimmerman's attorney fees! URL,93,1,0,0,1,503228,15.264720558882235,0.4374
1,553008832784642048,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL,79,2,0,0,1,584798,18.626139026295235,0.7876
1,534445263528947712,missouri governor declares state of emergency ahead of grand jury URL,69,1,0,0,1,21600761,103.1379797979798,0.1027
1,489833932813516800,this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL,89,2,0,0,1,15290407,72.42464090633219,0.0
0,407170443443859456,"r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador.",117,0,0,0,0,29329,10.294661190965092,-0.5574
1,326137285450018817,a photo of black nurses saving the life of a kkk member. URL,60,1,0,0,0,478,7.49025672749768,0.0
0,524312881823637504,google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋,101,0,0,0,1,6295636,8.205707491082045,0.9992
1,544457299667202048,#rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break URL URL,94,2,0,1,1,1802782,41.3856003865668,0.0
0,525077806401994754,prime minister harper on ottawa attack: 'we will not be intimidated. canada will never be intimidated' - live video URL,119,1,0,0,1,9485126,21.31107026143791,0.1808
1,509031495101874176,breaking news: durex has not come out with a pumpkin spice condom URL URL,73,2,0,0,1,6586204,50.95925020374898,0.0
1,549124560793374720,president of argentina adopts jewish godson to 'stop him turning into a werewolf' URL URL,89,2,0,0,1,3149410,221.57434135166093,-0.128
0,562090534945431552,'madden 15' predicted the patriots would win 28-24. which is exactly what happened. URL,87,1,0,0,1,27180,8.515054452274184,0.5859
1,506118402466152449,"i'm alive, see you soon !",25,0,0,0,0,70,0.0004486316733961,0.4389
0,524933380929245184,"developing story: shots fired on parliament hill, soldier shot at war memorial URL #ottawa URL",94,2,0,1,1,902391,58.060356652949245,-0.8176
1,538861627018579968,i aint know obama daughter was pregnant 😩,41,0,0,0,0,11979,15.8615625,-0.2732
1,537378640653475841,"darren wilson was paid $500,000 for his abc interview. and so the hands of racism and capitalism continue to wash one another.",126,0,0,0,0,1161,5.641541038525963,-0.6249
0,336913656921083904,fort hood shooter reportedly has drawn $278g in salary since massacre URL,73,1,0,0,1,18713417,84.41752473248536,0.0
1,538930446814703616,"abc reportedly gave darren wilson 6-figures for an interview. if true, they essentially paid the bounty for killing a black child. #ferguson",140,0,0,1,1,141875,29.47915177507744,-0.3818
0,514039286845698048,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",99,2,0,0,1,1658434,56.04255319148936,0.0
1,489836271049928704,could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL,102,2,0,1,1,9792095,76.063117564025,0.0
1,560873850846846978,come on texas! what's up with this? confirmed islamic tribunal using sharia law in texas URL URL,96,2,0,0,0,478,7.49025672749768,0.0
0,445495350171013120,#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again,133,0,0,1,0,605,0.8510111432108955,0.8957
0,509478961705807872,microsoft to buy mojang for $2 billion - report. deal to be finalised as early as this week. URL URL,100,2,0,0,1,378043,14.770046388336649,0.0
1,365276206381268995,"japan: fukushima nuclear plant is leaking 80,000 gallons of radioactive water into ocean daily. URL",99,1,0,0,1,17490031,61.623608017817375,0.0
1,524646141938647043,"after the fake news of banksy being arrested and unmasked, the real banksy has shockingly revealed himself! URL",111,1,0,0,1,2389480,17.4594674556213,-0.8016
1,568580363339091968,macklemore announced today that he has joined isis.,51,0,0,0,0,5942,79.80026809651474,0.0
1,505657661120348163,"15 year old ""swatter"" got 25 years URL",38,1,0,0,1,158044,26.47512772250605,0.0
0,510921017972514817,uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants @acted URL,115,1,1,1,1,38476,11.082710174484475,0.8061
0,504387128013246465,fbi probing alleged audio of michael brown shooting URL URL,59,2,0,0,1,7389034,54.93022241604884,0.0
0,536808074431184896,"another letter to parents, included in 1970s lego sets URL URL",62,2,0,0,1,238678,39.42515127598001,0.0
0,407198615137181696,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL,115,1,0,2,0,27762,8.849751243781094,-0.5574
0,552661209204260864,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL,96,2,0,0,1,15248811,70.17768791627022,-0.4588
0,504109775358287872,@antoniofrench alleged new shooting audio of #michaelbrown / URL,64,1,1,1,0,1102,1.0850900728248372,0.0
1,489872119158046720,"latest: malaysia airlines #mh17 shot down by a surface-to-air missile, u.s. officials say URL URL",97,2,0,1,1,1005181,32.66673648931713,0.0
1,542320823915536384,ferguson protestor accidentally burns down his own home & blames busy fd for failing to respond to 911 call for help. URL,121,1,0,0,0,46601,11.229607250755286,-0.6908
1,521717368264093696,kristen stewart: reality: URL demented right-wing fantasy: URL,62,2,0,0,1,36783,33.721354166666664,0.0
1,547803254516490240,"will you be able to float on jan. 4, 2015, aka zero g day? hint: no. URL URL",76,2,0,0,1,616797,19.23756345177665,0.0
1,387353560356118528,a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts. URL,117,1,0,2,1,657769,10.224203020134228,-0.0772
0,407206094747209728,r.i.p to roger rodas who died alongside paul walker URL,55,1,0,0,0,2427,91.48704052780396,-0.5574
0,407290084593913856,rip to the driver who was also killed along with paul walker who no one seems to care about... URL,98,1,0,0,0,25147,10.78549848942598,-0.5423
0,554722567224049664,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",78,2,0,0,1,3073954,83.75294406280668,0.0
0,407223928084766721,paul walker's death: 'fast & furious 7' delayed but won't be scrapped URL,73,1,0,0,1,3219373,93.93919852602488,-0.6428
0,536105045545472000,"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL",101,1,3,2,1,8504,36.22465331278891,0.0
0,510922415468449792,awful mt @scclemons:uk aid worker david haines beheaded by #isis remember this great man this way not as isis wants URL,119,1,1,1,1,474569,50.72939936775553,0.4357
1,568589712644026368,why did macklemore delete this tweet!? #macklemorejoinedisis URL,64,1,0,1,0,47132,7.824109720885467,0.0
1,523098334421319680,ebola vaccines? URL #news #today,32,1,0,2,0,119391,3.184738955823293,0.0
0,528562608463704064,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",78,2,0,0,1,15278522,72.39672263807404,0.0
1,519929168864497664,“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary,97,2,1,0,0,20226,33.67525234946049,0.0
0,536804445678755840,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,92,2,0,0,1,3146962,221.46414662084769,0.4215
0,524941041301225472,a canadian soldier has been shot at the country's national war memorial near parliament. URL URL,96,2,0,0,1,7393283,55.23669032830524,-0.5994
0,524976980799000578,"breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' - URL",113,1,0,0,0,234524,18.77097242380261,-0.34
1,532106726539939841,vladimir putin’s motorcade as seen from the air. URL URL,56,2,0,0,1,238639,39.41147066561431,0.0
0,407159686786732032,paul walker's fast and the furious costars and more react to the actor's tragic death: URL,90,1,0,0,1,2173584,47.102720450281424,-0.891
0,348204426659508226,"irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atlanta address | cns news URL via @sharethis",114,1,1,0,1,209130,0.6286398085360989,0.0
1,515918632178577408,groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL,83,2,0,1,0,19632,11.741953385127635,0.0
1,386682163862986752,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website URL",117,1,0,0,1,415094,19.360467633686945,-0.1027
1,520284654755381249,"report: amazon plans to open its first physical store, in new york URL",70,1,0,0,1,9792546,76.04476709013915,0.1779
0,524962676665888769,"update: 'most of downtown #ottawa is in lockdown,' police say: URL",66,1,0,1,1,18704681,84.4167171411266,0.0
0,529747368087126019,wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.,133,0,0,0,0,478,7.49025672749768,-0.5707
0,531206167302012929,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.,72,0,0,0,1,623614,31.436928261916226,-0.7096
0,514057033419849728,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL",94,2,0,0,1,1658885,56.03498817966903,-0.25
0,407174474207731712,still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious URL,98,1,0,0,0,324,3.012370444667335,-0.8074
1,524181699043663872,"calm down everyone, banksy hasn't been arrested #banksy URL URL",63,2,0,1,1,1171641,138.6674296177615,0.5932
1,560163341524807680,islamic tribunal in texas operating under sharia law♨️@db10524 @lodisilverado @amymek #tcot URL URL,99,2,3,1,0,478,7.49025672749768,0.0
0,523126268603031552,the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL,99,2,0,0,1,1145637,11.562154696132596,0.0
0,510916464631889920,islamic state video purports to show beheading of british hostage david haines; officials can't confirm- @dailymirror URL,121,1,1,0,1,9482704,21.30861928104575,0.0
1,568905632998412288,someone trolled twitter into thinking macklemore joined isis: URL URL,69,2,0,0,1,1111538,30.41530208921513,0.0
1,538847758032310272,darren wilson told the post-dispatch that he was not paid for the abc news interview. #ferguson via @christinedbyers URL,120,1,1,1,1,6521,2.793414634146341,0.0
0,562256876763901953,"madden nfl 15 not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: URL",119,1,0,0,1,15880382,62.61348766985405,0.0
0,524946179390701568,latest update: attacker shot dead in parliament after soldier shot at national war memorial URL URL,99,2,0,0,1,2877258,48.827254098360655,-0.9169
1,532851585408593920,"disney are making their first movie to feature two gay princes who fall in love, amazing.",89,0,0,0,1,4111,6.589438629876308,0.8402
1,524152657783820288,graffiti artist banksy arrested in london; identity revealed - national report | national report URL via @wpusta,112,1,1,0,1,482095,3.0093741384063963,-0.4767
1,553169307824177152,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL,90,2,0,1,1,3145774,221.45383734249717,-0.2617
1,507634536176300032,if betty white dies today and steals joan's thunder i will unleash a reign of terror upon this nation the likes of which u have never seen!!,140,0,0,0,1,2297367,21.571782178217823,-0.6688
0,524929106987991040,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews",97,1,0,1,1,212905,55.963348309292975,-0.5994
1,544698560655400961,"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL",119,1,0,0,1,46509954,59.05430861723447,0.1154
0,552568163431247873,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL,96,2,0,0,1,15239098,70.15746907706946,-0.4588
0,551120768164462592,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",77,2,0,0,1,7628876,70.3671486134155,0.0
0,517850508380618752,#oklahoma prosecutor files formal notification that he will seek death penalty for beheading suspect #altonnolen. #kellyfile,124,0,0,3,1,2432446,4.103050499871828,-0.8442
0,514106939173634048,#breaking: missing afghan soldiers reportedly found near canadian border URL,76,1,0,1,1,18697908,84.4161114476075,-0.296
0,515717938025078784,"let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life.",135,0,0,0,0,4830,99.19263925729445,0.0516
1,514483762566922240,iphone 6 users report that their phones are bending in their pockets... lol. URL URL,84,2,0,0,0,17811,25.166326009197757,0.4215
0,407191144880439298,im still on that paul walker situation i can't believe he died especially in a car.,83,0,0,0,0,478,7.49025672749768,0.4449
1,534543768653807618,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL,102,2,0,0,0,26108,16.78443113772455,-0.7351
1,501774615837163521,list of overnight arrests in #ferguson much higher than officials reported URL URL via @fergusonunity,101,2,1,1,0,1531347,53.42853025936599,-0.4404
0,407169699559247872,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL",93,2,0,1,1,4410737,53.67464008859358,-0.5859
1,519704006826807296,stephen collins -- cops swarm home after suicide report ... false alarm URL,75,1,0,0,1,5388659,66.54122189416307,-0.7845
0,525116411887513602,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial: URL URL,100,2,0,0,1,15236774,70.15271170313987,-0.8555
1,387030572779847680,non-essential services shutdown? can someone explain to me how URL is essential while URL is not?,97,2,0,0,0,179250,41.83802281368821,0.0
1,568568737621630977,i can't believe macklemore has joined isis. what a pity #macklemorejoinedisis,77,0,0,1,1,150352,10.698713756267711,-0.296
0,500278294055768064,"ferguson police chief: officer involved in shooting of michael brown was darren wilson, a 6-year veteran with no disciplinary record",132,0,0,0,1,15265737,72.38397734169533,-0.296
1,489970164469751808,current passenger breakdown by nationality - via @theage @smh #mh17 URL URL,75,2,2,1,1,8803,1.3353643675359492,-0.3182
0,407173794583695360,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL,118,1,0,0,1,71402,45.93965725319816,0.3818
1,372901260183494656,fukushima – toxic water leak a level 3 serious incident URL fuck you tepco! fucking ocean is boiling!!! #yan,108,1,0,1,0,1531358,53.42564841498559,-0.811
0,525009850104037376,#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL,94,2,0,2,1,288131,8.971374497279394,0.2023
0,504243239084236800,"new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL",103,1,0,0,0,7675,9.847308599613982,-0.5574
1,557621135320178688,arenal is one of 6 spectacular volcanoes located in #costarica. URL,67,1,0,1,1,28722,1.3208053691275168,0.0
0,514109888138842113,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",99,2,0,0,1,1658885,56.03475177304964,0.0
0,509466295344304129,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL,78,1,0,0,1,2420016,39.79478184608639,0.0
0,525040767317082113,"more: ottawa shootings suspect identified as michael zehaf-bibeau, 32; unclear if there are other shooters: URL",111,1,0,0,1,13922502,64.4452802717787,-0.5367
0,407158558158254081,paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker,88,1,0,1,1,5136982,30.10350624399616,0.8126
0,510916647373516800,a video has been released by isis apparently showing the murder of british hostage david haines: URL,100,1,0,0,1,8549508,148.0142892955628,-0.6908
1,377002232257855488,j.k. rowling is working on an 8th harry potter book.,52,0,0,0,0,2467741,137.1810275080906,0.0
0,517051126466625536,"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL",101,2,0,1,0,478,7.49025672749768,0.1548
0,523943647449198592,now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL,101,1,1,0,1,2052023,9.964244785697916,0.2263
0,527138218505175040,"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL",120,1,0,0,1,482331,4.812277867528271,0.2263
0,407233172380733441,paul walker's last pic before his death in car accident :'( #rip #paulwalker URL,80,1,0,2,0,1553,0.2680995475113122,-0.8807
1,504500863944376321,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)",131,0,0,0,0,478,7.49025672749768,0.3612
1,501760566160289794,"78 were arrested overnight in ferguson, more than double the total reported by authorities URL URL",98,2,0,0,1,6590,6.103851261620186,-0.4767
0,517487705978966016,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL",82,1,0,4,1,2432371,4.102794155344784,-0.5994
0,524970097711267841,conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.,127,0,0,0,1,7145,1.6786313317678632,-0.9231
1,524289058290159616,"he's not arrested, but he has been busy... new banksy mural appears in bristol URL (pic: banksy) URL",100,2,0,0,1,2837001,84.12059959118783,0.1967
0,407164247768977409,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.,95,0,0,0,0,1029149,26.216791979949875,-0.8063
1,490080544949276672,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL,88,2,0,1,1,17480870,61.59566713909698,0.0
0,538408710084001793,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL,95,2,0,0,1,665402,47.7554186630162,-0.3182
0,531634492528939008,pepsi is currently taste-testing doritos flavored mountrain dew. would you try it? URL URL,90,2,0,0,1,7374984,33.31567895473635,0.0
0,552457656666185728,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,99,2,0,0,1,181287,34.91766784452297,-0.4588
1,489874311143260160,.@vp biden: malaysia airlines #mh17 was 'shot down not an accident. blown out of the sky.' URL,94,1,1,1,1,1004803,32.64683703393381,0.3724
1,273278761909239808,42 million dead in bloodiest black friday weekend on record URL,63,1,0,0,1,11420530,16.124320799826126,-0.6486
0,524291188422356993,adam we should do a test with this spider! ...adam? URL URL,59,2,0,0,1,1493394,3.614133074307917,0.0
0,530943279161155584,"the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL",83,1,0,0,1,11773391,56.88099574984821,0.4019
1,538129041539092480,"and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson",133,0,1,1,1,1033052,73.17634459781057,0.381
1,376874273601630208,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",140,0,0,0,0,1664668,1.5868407032498668,0.2263
1,387006553124896768,"barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game.",139,0,0,0,1,769790,94.0254553946754,-0.4767
1,532284428542681088,"no, vladimir putin did not travel in a phallic motorcade formation URL URL",74,2,0,0,1,3140944,221.3933562428408,0.0
0,407209892013821952,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL,115,1,0,2,0,702,10.35001463271876,-0.5574
1,507354546041925632,betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job URL,102,1,0,0,1,11773076,56.8789718680429,-0.8481
0,427725166127226881,"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL",91,2,0,0,1,7205317,164.72529313232832,0.0
1,547509900130021377,peek behind the curtain of our save the americans video. URL,60,1,0,0,1,28723,1.3208053691275168,0.4939
0,524979548195024898,surreal photos out of ottawa: this is a vip being escorted on sparks street URL URL,83,2,0,0,1,1529,1.6069910250354276,0.5106
0,524699123971534848,we only have one thing to say about that giant goliath birdeater spider: URL URL,80,2,0,0,1,11772981,56.87876947986238,0.0
1,532239131540467712,"employees at a chick-fil-a said to be banned from using slang such as ""bae"", ""bruh"", ""ratchet"" URL URL",102,2,0,0,0,19644,11.741953385127635,-0.4588
0,536558567206420480,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,92,2,0,0,1,3139464,221.36792668957617,0.4215
0,536849906997415936,this lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,97,2,0,0,1,3139426,221.36792668957617,0.4215
0,524983325275197440,#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL,90,1,1,2,1,1263994,31.909642773756712,0.0
0,551128385850601472,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. URL URL",94,2,0,0,1,3713744,57.57294617563739,0.0
1,357300409292959744,lets start by boycotting koch industiers they paid for george zimmerman legal fees #justicefortrayvon #jurorb37 URL,115,1,0,2,0,507,14.898012304779934,-0.296
1,334722003057647616,this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via @elvis717) URL,103,1,1,0,1,12736151,5.900156704723528,-0.2263
0,524991240270807042,"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,",140,0,0,1,1,1263972,31.909642773756712,-0.9287
1,504453071041482753,report: #nhl expansion to las vegas ‘a done deal’ URL URL,57,2,0,1,1,743431,59.6571630537229,0.0
1,504448356584677377,"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees",110,0,0,0,0,7390,5.067857142857143,0.0
1,553115236992290816,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking URL URL,101,2,0,0,1,3139111,221.36655211912944,-0.2617
1,531108688749404160,"news that 'home alone' star macauley culkin is dead has been confirmed as a hoax, he is alive &well. #macauleyculkin URL",120,1,0,1,0,4418,9.708876474239602,-0.5719
0,525300042207612928,pictured: kevin vickers moments after shooting dead canadian parliament attacker URL URL,88,2,0,0,1,2494423,69.43563913140811,-0.8402
1,504450741126582275,waking up late for pre-game skate in vegas like... #nhl #expansion URL,70,1,0,2,1,34766,7.378740381875178,0.3612
1,514555852351479808,"dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets URL URL",99,2,0,1,1,796215,44.588678383930606,0.0
1,497073936077959169,#breaking: justin bieber thwarts bear attack!! URL URL,54,2,0,1,1,5386963,66.50329320917557,-0.6229
0,407163869673443328,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.,139,0,0,0,1,427579,6.302808590984187,-0.7506
0,532275347413544961,sugarhill gang's big bank hank dies at 57 URL URL,49,2,0,0,1,11479409,122.48648054517476,0.0
0,563117355254161408,".@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL",86,2,1,1,1,25229542,48.45426900584796,0.8271
1,513015596879867904,@legendgary #hitemup! bad boy c.e.o. @iamdiddy arrested in connection with murder of tupac shakur: ... URL @wethewest,117,1,3,1,0,2455156,87.516174074936,-0.9117
0,407244865018155008,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.,123,0,0,0,0,1102,7.058255357681859,-0.8555
0,524935769614331904,update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL,95,1,0,1,1,18679386,84.4161114476075,0.0
0,516729950091493376,"on cnn alton nolen's mother (the oklahoma man who beheaded a coworker) said ""there are two sides to every story!"" he cut a woman's head off!",140,0,0,0,1,410866,3.3617125984251968,-0.3987
0,504106473467944960,this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender,140,0,0,3,0,3130,3.9182464454976302,0.34
0,527162170531151872,a puppy-sized spider was found in south america and is now known as the 'south american goliath birdeater.' URL,111,1,0,0,1,13927010,50.79181404749874,0.0
0,565999191982616577,"let's let our friends know that a state senator in south carolina stated ""women are a lesser cut of meat"" #chewonthis URL",121,1,0,1,1,139667,23.34886557696999,0.25
0,524949828711620608,update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city: URL,95,1,0,1,1,18679077,84.4161114476075,-0.3182
1,516636338679197697,"kfc ban wipes because they offend muslims URL ban islam instead, why are there halal only kfc's? URL",100,2,0,0,0,107257,66.84021352313167,-0.8555
0,524977992683237376,shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews,118,1,0,2,1,231312,30.288982259570496,0.0
0,507263441359613953,#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL,100,2,1,1,1,18679001,84.4161114476075,0.0
1,436074888638763008,"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",92,1,0,0,0,12030,7.231097961867192,0.0
0,545271117355958272,a texas plumbing company's truck somehow ended up in syria's civil war URL URL,78,2,0,0,1,2641277,50.00143802128272,-0.5994
1,523566838958284801,"what? rt @70torinoman: walmart donates $10,000 to support darren wilson #ferguson #boycottwalmart URL",101,1,1,2,0,478,7.49025672749768,0.4019
1,436195672677953536,"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL",120,1,0,0,0,478,7.49025672749768,0.0
0,407236151167025152,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,96,0,0,0,0,60686,0.5463917525773195,-0.8063
1,539254751343681536,@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL,94,2,5,0,0,6937,82.70431102882836,0.0
1,91728807081426944,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",138,0,0,1,1,440691,6.188623557821304,0.6973
1,524211911668543488,"that old ""banksy arrested"" hoax is back. don't buy into it. URL",63,1,0,0,1,585391,12.772279303837282,-0.6369
1,557885928417816576,"mr. president, stop mansplaining your ""need"" to have government care for *my* children URL #sotu",96,1,0,1,1,9913,4.735432016075017,0.25
0,525033697045925888,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL",96,2,0,0,1,2872462,48.80655737704918,-0.8176
0,518827403452637184,hewlett-packard plans to split into two companies: wsj report URL,65,1,0,0,1,21553403,102.81838383838384,0.0
0,407248574099894272,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",94,1,0,0,1,11774596,56.860554543614654,-0.8462
1,501781217411215360,"78, not 31, arrested overnight in #ferguson. URL",48,1,0,1,0,109095,44.29666336306574,0.3724
1,523555724807262208,"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart URL",117,1,0,2,0,478,7.49025672749768,-0.743
0,524586367456919552,scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL,101,2,0,0,1,1615022,70.40543653536052,-0.657
1,524186749002473472,"breaking news: banksy not arrested, cover not blown.",52,0,0,0,1,7244994,36.72440509131157,0.3724
1,514062859987595264,florida woman surgically adds third breast in bid to become reality tv star URL URL,83,2,0,0,1,249168,55.19217944831768,0.0
0,407176055657484289,"the last photo of paul walker, taken just before the crash that killed him. rip URL",83,1,0,0,0,478,7.49025672749768,-0.802
